npz_path,class_id,parcel_id,cover_pixels,n_channels
/content/chips_local/parcel_00028950.npz,2,28950,68,61
/content/chips_local/parcel_00039526.npz,3,39526,82,61
/content/chips_local/parcel_00041256.npz,9,41256,150,61
/content/chips_local/parcel_00042685.npz,8,42685,195,61
/content/chips_local/parcel_00111027.npz,7,111027,53,61
/content/chips_local/parcel_00030952.npz,3,30952,64,61
/content/chips_local/parcel_00050518.npz,8,50518,76,61
/content/chips_local/parcel_00000790.npz,7,790,122,61
/content/chips_local/parcel_00354654.npz,11,354654,131,61
/content/chips_local/parcel_00213196.npz,12,213196,65,61
/content/chips_local/parcel_00000720.npz,1,720,114,61
/content/chips_local/parcel_00064677.npz,5,64677,70,61
/content/chips_local/parcel_00342918.npz,14,342918,61,61
/content/chips_local/parcel_00124804.npz,5,124804,60,61
/content/chips_local/parcel_00077606.npz,9,77606,233,61
/content/chips_local/parcel_00101480.npz,5,101480,77,61
/content/chips_local/parcel_00057309.npz,9,57309,373,61
/content/chips_local/parcel_00135931.npz,12,135931,584,61
/content/chips_local/parcel_00031811.npz,4,31811,155,61
/content/chips_local/parcel_00033478.npz,4,33478,77,61
/content/chips_local/parcel_00071286.npz,9,71286,103,61
/content/chips_local/parcel_00142823.npz,11,142823,78,61
/content/chips_local/parcel_00053582.npz,5,53582,55,61
/content/chips_local/parcel_00069468.npz,2,69468,137,61
/content/chips_local/parcel_00113192.npz,12,113192,50,61
/content/chips_local/parcel_00041281.npz,8,41281,60,61
/content/chips_local/parcel_00018099.npz,3,18099,134,61
/content/chips_local/parcel_00000940.npz,4,940,78,61
/content/chips_local/parcel_00278284.npz,19,278284,87,61
/content/chips_local/parcel_00018257.npz,9,18257,169,61
/content/chips_local/parcel_00022330.npz,1,22330,1258,61
/content/chips_local/parcel_00095446.npz,11,95446,1642,61
/content/chips_local/parcel_00372068.npz,11,372068,82,61
/content/chips_local/parcel_00015455.npz,4,15455,54,61
/content/chips_local/parcel_00068512.npz,8,68512,291,61
/content/chips_local/parcel_00088651.npz,11,88651,87,61
/content/chips_local/parcel_00360093.npz,11,360093,158,61
/content/chips_local/parcel_00090966.npz,9,90966,142,61
/content/chips_local/parcel_00111052.npz,9,111052,184,61
/content/chips_local/parcel_00065181.npz,5,65181,150,61
/content/chips_local/parcel_00142471.npz,14,142471,249,61
/content/chips_local/parcel_00023497.npz,1,23497,117,61
/content/chips_local/parcel_00105236.npz,6,105236,50,61
/content/chips_local/parcel_00049858.npz,4,49858,62,61
/content/chips_local/parcel_00000313.npz,0,313,50,61
/content/chips_local/parcel_00272558.npz,11,272558,98,61
/content/chips_local/parcel_00041962.npz,9,41962,76,61
/content/chips_local/parcel_00027552.npz,7,27552,116,61
/content/chips_local/parcel_00066505.npz,2,66505,237,61
/content/chips_local/parcel_00058839.npz,9,58839,68,61
/content/chips_local/parcel_00108905.npz,7,108905,206,61
/content/chips_local/parcel_00062713.npz,7,62713,51,61
/content/chips_local/parcel_00000284.npz,0,284,77,61
/content/chips_local/parcel_00065231.npz,5,65231,71,61
/content/chips_local/parcel_00040426.npz,7,40426,69,61
/content/chips_local/parcel_00052947.npz,2,52947,108,61
/content/chips_local/parcel_00083265.npz,8,83265,111,61
/content/chips_local/parcel_00055319.npz,2,55319,85,61
/content/chips_local/parcel_00029878.npz,3,29878,340,61
/content/chips_local/parcel_00209676.npz,11,209676,71,61
/content/chips_local/parcel_00371619.npz,19,371619,402,61
/content/chips_local/parcel_00001769.npz,0,1769,55,61
/content/chips_local/parcel_00056454.npz,9,56454,153,61
/content/chips_local/parcel_00012252.npz,3,12252,57,61
/content/chips_local/parcel_00012214.npz,3,12214,162,61
/content/chips_local/parcel_00046003.npz,9,46003,93,61
/content/chips_local/parcel_00324826.npz,11,324826,118,61
/content/chips_local/parcel_00001112.npz,0,1112,70,61
/content/chips_local/parcel_00155681.npz,10,155681,109,61
/content/chips_local/parcel_00067991.npz,2,67991,153,61
/content/chips_local/parcel_00000312.npz,0,312,51,61
/content/chips_local/parcel_00237001.npz,11,237001,50,61
/content/chips_local/parcel_00161641.npz,10,161641,1217,61
/content/chips_local/parcel_00223663.npz,14,223663,147,61
/content/chips_local/parcel_00138307.npz,11,138307,81,61
/content/chips_local/parcel_00111485.npz,6,111485,59,61
/content/chips_local/parcel_00041832.npz,2,41832,94,61
/content/chips_local/parcel_00001888.npz,0,1888,244,61
/content/chips_local/parcel_00000375.npz,4,375,67,61
/content/chips_local/parcel_00030245.npz,4,30245,62,61
/content/chips_local/parcel_00001115.npz,0,1115,93,61
/content/chips_local/parcel_00082029.npz,8,82029,119,61
/content/chips_local/parcel_00023332.npz,5,23332,125,61
/content/chips_local/parcel_00003003.npz,4,3003,70,61
/content/chips_local/parcel_00001925.npz,0,1925,69,61
/content/chips_local/parcel_00122577.npz,19,122577,224,61
/content/chips_local/parcel_00042975.npz,1,42975,92,61
/content/chips_local/parcel_00365994.npz,16,365994,64,61
/content/chips_local/parcel_00001035.npz,7,1035,157,61
/content/chips_local/parcel_00225439.npz,11,225439,59,61
/content/chips_local/parcel_00001796.npz,0,1796,53,61
/content/chips_local/parcel_00008512.npz,3,8512,93,61
/content/chips_local/parcel_00033453.npz,4,33453,78,61
/content/chips_local/parcel_00137844.npz,12,137844,112,61
/content/chips_local/parcel_00287180.npz,17,287180,165,61
/content/chips_local/parcel_00112417.npz,12,112417,60,61
/content/chips_local/parcel_00067996.npz,2,67996,437,61
/content/chips_local/parcel_00032797.npz,1,32797,110,61
/content/chips_local/parcel_00058415.npz,19,58415,311,61
/content/chips_local/parcel_00038718.npz,9,38718,75,61
/content/chips_local/parcel_00033865.npz,1,33865,57,61
/content/chips_local/parcel_00103444.npz,7,103444,51,61
/content/chips_local/parcel_00182709.npz,12,182709,65,61
/content/chips_local/parcel_00058664.npz,14,58664,50,61
/content/chips_local/parcel_00220185.npz,11,220185,58,61
/content/chips_local/parcel_00022416.npz,1,22416,79,61
/content/chips_local/parcel_00047739.npz,4,47739,54,61
/content/chips_local/parcel_00343984.npz,11,343984,315,61
/content/chips_local/parcel_00182086.npz,12,182086,65,61
/content/chips_local/parcel_00182082.npz,12,182082,66,61
/content/chips_local/parcel_00033431.npz,2,33431,51,61
/content/chips_local/parcel_00042615.npz,7,42615,101,61
/content/chips_local/parcel_00063902.npz,5,63902,73,61
/content/chips_local/parcel_00108424.npz,9,108424,86,61
/content/chips_local/parcel_00074098.npz,19,74098,404,61
/content/chips_local/parcel_00056764.npz,9,56764,167,61
/content/chips_local/parcel_00000076.npz,9,76,56,61
/content/chips_local/parcel_00044767.npz,4,44767,80,61
/content/chips_local/parcel_00135321.npz,5,135321,69,61
/content/chips_local/parcel_00035407.npz,5,35407,114,61
/content/chips_local/parcel_00001128.npz,7,1128,58,61
/content/chips_local/parcel_00002926.npz,1,2926,87,61
/content/chips_local/parcel_00236088.npz,17,236088,184,61
/content/chips_local/parcel_00024514.npz,7,24514,82,61
/content/chips_local/parcel_00159273.npz,10,159273,1096,61
/content/chips_local/parcel_00081372.npz,6,81372,52,61
/content/chips_local/parcel_00082438.npz,6,82438,89,61
/content/chips_local/parcel_00052990.npz,11,52990,1989,61
/content/chips_local/parcel_00001738.npz,0,1738,94,61
/content/chips_local/parcel_00000828.npz,0,828,52,61
/content/chips_local/parcel_00127346.npz,11,127346,177,61
/content/chips_local/parcel_00070882.npz,2,70882,262,61
/content/chips_local/parcel_00059535.npz,14,59535,78,61
/content/chips_local/parcel_00023341.npz,1,23341,88,61
/content/chips_local/parcel_00079665.npz,10,79665,156,61
/content/chips_local/parcel_00026623.npz,3,26623,141,61
/content/chips_local/parcel_00142761.npz,12,142761,189,61
/content/chips_local/parcel_00111711.npz,6,111711,83,61
/content/chips_local/parcel_00042250.npz,7,42250,56,61
/content/chips_local/parcel_00217936.npz,16,217936,59,61
/content/chips_local/parcel_00001116.npz,0,1116,110,61
/content/chips_local/parcel_00026805.npz,1,26805,186,61
/content/chips_local/parcel_00215841.npz,16,215841,59,61
/content/chips_local/parcel_00143305.npz,14,143305,132,61
/content/chips_local/parcel_00030946.npz,14,30946,152,61
/content/chips_local/parcel_00161760.npz,12,161760,61,61
/content/chips_local/parcel_00022172.npz,4,22172,66,61
/content/chips_local/parcel_00000967.npz,0,967,76,61
/content/chips_local/parcel_00072335.npz,8,72335,199,61
/content/chips_local/parcel_00001534.npz,0,1534,99,61
/content/chips_local/parcel_00042066.npz,1,42066,157,61
/content/chips_local/parcel_00024706.npz,2,24706,83,61
/content/chips_local/parcel_00043482.npz,1,43482,223,61
/content/chips_local/parcel_00033306.npz,1,33306,146,61
/content/chips_local/parcel_00034238.npz,4,34238,112,61
/content/chips_local/parcel_00070444.npz,7,70444,74,61
/content/chips_local/parcel_00028671.npz,1,28671,171,61
/content/chips_local/parcel_00061121.npz,7,61121,147,61
/content/chips_local/parcel_00094747.npz,8,94747,140,61
/content/chips_local/parcel_00195401.npz,10,195401,53,61
/content/chips_local/parcel_00201547.npz,19,201547,400,61
/content/chips_local/parcel_00037534.npz,5,37534,82,61
/content/chips_local/parcel_00000706.npz,9,706,131,61
/content/chips_local/parcel_00035402.npz,5,35402,81,61
/content/chips_local/parcel_00034675.npz,4,34675,94,61
/content/chips_local/parcel_00165147.npz,19,165147,438,61
/content/chips_local/parcel_00000768.npz,4,768,50,61
/content/chips_local/parcel_00087437.npz,6,87437,73,61
/content/chips_local/parcel_00034973.npz,7,34973,62,61
/content/chips_local/parcel_00062664.npz,7,62664,110,61
/content/chips_local/parcel_00112522.npz,19,112522,197,61
/content/chips_local/parcel_00171778.npz,14,171778,102,61
/content/chips_local/parcel_00052844.npz,4,52844,59,61
/content/chips_local/parcel_00141731.npz,5,141731,56,61
/content/chips_local/parcel_00232588.npz,19,232588,243,61
/content/chips_local/parcel_00032673.npz,2,32673,94,61
/content/chips_local/parcel_00086667.npz,9,86667,279,61
/content/chips_local/parcel_00043716.npz,4,43716,171,61
/content/chips_local/parcel_00044315.npz,4,44315,364,61
/content/chips_local/parcel_00000532.npz,0,532,58,61
/content/chips_local/parcel_00084226.npz,5,84226,55,61
/content/chips_local/parcel_00090077.npz,6,90077,59,61
/content/chips_local/parcel_00342286.npz,11,342286,124,61
/content/chips_local/parcel_00073794.npz,12,73794,169,61
/content/chips_local/parcel_00367761.npz,14,367761,189,61
/content/chips_local/parcel_00001727.npz,3,1727,131,61
/content/chips_local/parcel_00024704.npz,4,24704,96,61
/content/chips_local/parcel_00055352.npz,12,55352,113,61
/content/chips_local/parcel_00052684.npz,4,52684,171,61
/content/chips_local/parcel_00043487.npz,1,43487,85,61
/content/chips_local/parcel_00084214.npz,6,84214,90,61
/content/chips_local/parcel_00034731.npz,1,34731,79,61
/content/chips_local/parcel_00055357.npz,12,55357,59,61
/content/chips_local/parcel_00034118.npz,12,34118,199,61
/content/chips_local/parcel_00027394.npz,1,27394,159,61
/content/chips_local/parcel_00083395.npz,6,83395,60,61
/content/chips_local/parcel_00069204.npz,7,69204,141,61
/content/chips_local/parcel_00127353.npz,11,127353,83,61
/content/chips_local/parcel_00110314.npz,6,110314,86,61
/content/chips_local/parcel_00034127.npz,9,34127,115,61
/content/chips_local/parcel_00071122.npz,6,71122,66,61
/content/chips_local/parcel_00066563.npz,19,66563,86,61
/content/chips_local/parcel_00071583.npz,8,71583,103,61
/content/chips_local/parcel_00109789.npz,12,109789,51,61
/content/chips_local/parcel_00062678.npz,9,62678,50,61
/content/chips_local/parcel_00001197.npz,0,1197,52,61
/content/chips_local/parcel_00209393.npz,11,209393,102,61
/content/chips_local/parcel_00040849.npz,8,40849,77,61
/content/chips_local/parcel_00238871.npz,17,238871,68,61
/content/chips_local/parcel_00095284.npz,6,95284,52,61
/content/chips_local/parcel_00001489.npz,0,1489,60,61
/content/chips_local/parcel_00094587.npz,5,94587,92,61
/content/chips_local/parcel_00033115.npz,1,33115,65,61
/content/chips_local/parcel_00019271.npz,3,19271,151,61
/content/chips_local/parcel_00075250.npz,9,75250,178,61
/content/chips_local/parcel_00000663.npz,0,663,76,61
/content/chips_local/parcel_00044035.npz,14,44035,239,61
/content/chips_local/parcel_00035332.npz,2,35332,62,61
/content/chips_local/parcel_00117047.npz,7,117047,117,61
/content/chips_local/parcel_00036482.npz,2,36482,199,61
/content/chips_local/parcel_00001594.npz,0,1594,110,61
/content/chips_local/parcel_00000633.npz,0,633,92,61
/content/chips_local/parcel_00002162.npz,0,2162,135,61
/content/chips_local/parcel_00216839.npz,10,216839,137,61
/content/chips_local/parcel_00028899.npz,4,28899,50,61
/content/chips_local/parcel_00215615.npz,10,215615,197,61
/content/chips_local/parcel_00043593.npz,2,43593,138,61
/content/chips_local/parcel_00001716.npz,0,1716,69,61
/content/chips_local/parcel_00224298.npz,11,224298,71,61
/content/chips_local/parcel_00123397.npz,11,123397,303,61
/content/chips_local/parcel_00088096.npz,8,88096,379,61
/content/chips_local/parcel_00093973.npz,8,93973,156,61
/content/chips_local/parcel_00124815.npz,5,124815,60,61
/content/chips_local/parcel_00041046.npz,3,41046,111,61
/content/chips_local/parcel_00097434.npz,6,97434,125,61
/content/chips_local/parcel_00079867.npz,5,79867,169,61
/content/chips_local/parcel_00088099.npz,8,88099,174,61
/content/chips_local/parcel_00071757.npz,2,71757,59,61
/content/chips_local/parcel_00000936.npz,0,936,111,61
/content/chips_local/parcel_00007974.npz,14,7974,154,61
/content/chips_local/parcel_00073533.npz,9,73533,132,61
/content/chips_local/parcel_00061302.npz,7,61302,83,61
/content/chips_local/parcel_00017697.npz,5,17697,154,61
/content/chips_local/parcel_00033581.npz,13,33581,60,61
/content/chips_local/parcel_00090270.npz,10,90270,218,61
/content/chips_local/parcel_00068878.npz,7,68878,102,61
/content/chips_local/parcel_00177961.npz,10,177961,146,61
/content/chips_local/parcel_00041907.npz,7,41907,66,61
/content/chips_local/parcel_00001333.npz,0,1333,100,61
/content/chips_local/parcel_00102053.npz,5,102053,78,61
/content/chips_local/parcel_00008719.npz,3,8719,122,61
/content/chips_local/parcel_00069071.npz,9,69071,61,61
/content/chips_local/parcel_00065245.npz,5,65245,64,61
/content/chips_local/parcel_00094269.npz,6,94269,323,61
/content/chips_local/parcel_00027028.npz,4,27028,150,61
/content/chips_local/parcel_00124911.npz,7,124911,94,61
/content/chips_local/parcel_00055309.npz,12,55309,180,61
/content/chips_local/parcel_00281862.npz,16,281862,214,61
/content/chips_local/parcel_00128339.npz,7,128339,101,61
/content/chips_local/parcel_00248300.npz,10,248300,85,61
/content/chips_local/parcel_00105429.npz,6,105429,56,61
/content/chips_local/parcel_00165738.npz,11,165738,59,61
/content/chips_local/parcel_00184265.npz,11,184265,55,61
/content/chips_local/parcel_00114700.npz,5,114700,98,61
/content/chips_local/parcel_00062708.npz,7,62708,99,61
/content/chips_local/parcel_00073646.npz,6,73646,63,61
/content/chips_local/parcel_00017927.npz,1,17927,99,61
/content/chips_local/parcel_00001469.npz,0,1469,50,61
/content/chips_local/parcel_00073312.npz,12,73312,330,61
/content/chips_local/parcel_00133650.npz,10,133650,65,61
/content/chips_local/parcel_00080298.npz,5,80298,89,61
/content/chips_local/parcel_00000242.npz,0,242,52,61
/content/chips_local/parcel_00111699.npz,9,111699,349,61
/content/chips_local/parcel_00019709.npz,2,19709,52,61
/content/chips_local/parcel_00092511.npz,8,92511,60,61
/content/chips_local/parcel_00082651.npz,8,82651,90,61
/content/chips_local/parcel_00151124.npz,19,151124,463,61
/content/chips_local/parcel_00015152.npz,3,15152,52,61
/content/chips_local/parcel_00068485.npz,14,68485,53,61
/content/chips_local/parcel_00254275.npz,17,254275,105,61
/content/chips_local/parcel_00071359.npz,9,71359,258,61
/content/chips_local/parcel_00002229.npz,0,2229,65,61
/content/chips_local/parcel_00059998.npz,9,59998,63,61
/content/chips_local/parcel_00046071.npz,4,46071,104,61
/content/chips_local/parcel_00067594.npz,6,67594,59,61
/content/chips_local/parcel_00056661.npz,7,56661,85,61
/content/chips_local/parcel_00112599.npz,10,112599,101,61
/content/chips_local/parcel_00043477.npz,7,43477,51,61
/content/chips_local/parcel_00002490.npz,3,2490,75,61
/content/chips_local/parcel_00042156.npz,6,42156,53,61
/content/chips_local/parcel_00000962.npz,1,962,87,61
/content/chips_local/parcel_00029906.npz,7,29906,60,61
/content/chips_local/parcel_00063976.npz,5,63976,53,61
/content/chips_local/parcel_00041721.npz,8,41721,181,61
/content/chips_local/parcel_00075018.npz,8,75018,210,61
/content/chips_local/parcel_00097860.npz,6,97860,118,61
/content/chips_local/parcel_00156138.npz,12,156138,113,61
/content/chips_local/parcel_00161611.npz,10,161611,2540,61
/content/chips_local/parcel_00070033.npz,2,70033,103,61
/content/chips_local/parcel_00271030.npz,11,271030,1990,61
/content/chips_local/parcel_00044066.npz,1,44066,339,61
/content/chips_local/parcel_00128329.npz,7,128329,116,61
/content/chips_local/parcel_00102754.npz,5,102754,80,61
/content/chips_local/parcel_00023598.npz,8,23598,78,61
/content/chips_local/parcel_00002118.npz,0,2118,103,61
/content/chips_local/parcel_00043468.npz,1,43468,57,61
/content/chips_local/parcel_00224506.npz,16,224506,163,61
/content/chips_local/parcel_00066465.npz,7,66465,54,61
/content/chips_local/parcel_00383876.npz,13,383876,52,61
/content/chips_local/parcel_00001802.npz,0,1802,50,61
/content/chips_local/parcel_00272557.npz,11,272557,68,61
/content/chips_local/parcel_00357200.npz,16,357200,52,61
/content/chips_local/parcel_00033586.npz,1,33586,59,61
/content/chips_local/parcel_00082416.npz,8,82416,102,61
/content/chips_local/parcel_00001473.npz,0,1473,215,61
/content/chips_local/parcel_00049084.npz,4,49084,87,61
/content/chips_local/parcel_00124913.npz,7,124913,65,61
/content/chips_local/parcel_00227668.npz,19,227668,115,61
/content/chips_local/parcel_00040326.npz,14,40326,89,61
/content/chips_local/parcel_00039799.npz,1,39799,200,61
/content/chips_local/parcel_00039956.npz,2,39956,91,61
/content/chips_local/parcel_00122139.npz,9,122139,88,61
/content/chips_local/parcel_00053945.npz,4,53945,62,61
/content/chips_local/parcel_00110147.npz,9,110147,168,61
/content/chips_local/parcel_00204250.npz,12,204250,116,61
/content/chips_local/parcel_00080532.npz,6,80532,58,61
/content/chips_local/parcel_00066476.npz,2,66476,50,61
/content/chips_local/parcel_00367758.npz,14,367758,243,61
/content/chips_local/parcel_00001894.npz,1,1894,150,61
/content/chips_local/parcel_00196501.npz,10,196501,510,61
/content/chips_local/parcel_00088551.npz,9,88551,137,61
/content/chips_local/parcel_00044015.npz,8,44015,127,61
/content/chips_local/parcel_00046822.npz,4,46822,59,61
/content/chips_local/parcel_00237067.npz,10,237067,274,61
/content/chips_local/parcel_00344664.npz,11,344664,86,61
/content/chips_local/parcel_00001748.npz,0,1748,238,61
/content/chips_local/parcel_00259193.npz,11,259193,198,61
/content/chips_local/parcel_00036834.npz,3,36834,195,61
/content/chips_local/parcel_00206246.npz,10,206246,178,61
/content/chips_local/parcel_00087441.npz,6,87441,101,61
/content/chips_local/parcel_00015465.npz,3,15465,69,61
/content/chips_local/parcel_00038677.npz,1,38677,113,61
/content/chips_local/parcel_00086498.npz,9,86498,83,61
/content/chips_local/parcel_00033633.npz,1,33633,145,61
/content/chips_local/parcel_00062662.npz,7,62662,121,61
/content/chips_local/parcel_00080380.npz,5,80380,60,61
/content/chips_local/parcel_00039064.npz,4,39064,59,61
/content/chips_local/parcel_00065066.npz,5,65066,90,61
/content/chips_local/parcel_00067989.npz,2,67989,241,61
/content/chips_local/parcel_00019244.npz,1,19244,90,61
/content/chips_local/parcel_00088101.npz,8,88101,530,61
/content/chips_local/parcel_00037727.npz,3,37727,181,61
/content/chips_local/parcel_00276142.npz,11,276142,75,61
/content/chips_local/parcel_00074425.npz,11,74425,63,61
/content/chips_local/parcel_00025350.npz,4,25350,225,61
/content/chips_local/parcel_00086701.npz,5,86701,72,61
/content/chips_local/parcel_00029905.npz,12,29905,62,61
/content/chips_local/parcel_00244628.npz,11,244628,70,61
/content/chips_local/parcel_00053942.npz,4,53942,135,61
/content/chips_local/parcel_00083848.npz,5,83848,59,61
/content/chips_local/parcel_00221966.npz,10,221966,254,61
/content/chips_local/parcel_00142945.npz,12,142945,80,61
/content/chips_local/parcel_00113187.npz,12,113187,116,61
/content/chips_local/parcel_00066778.npz,5,66778,120,61
/content/chips_local/parcel_00133516.npz,5,133516,88,61
/content/chips_local/parcel_00124201.npz,12,124201,205,61
/content/chips_local/parcel_00211105.npz,10,211105,306,61
/content/chips_local/parcel_00071580.npz,8,71580,67,61
/content/chips_local/parcel_00048888.npz,2,48888,82,61
/content/chips_local/parcel_00030958.npz,3,30958,117,61
/content/chips_local/parcel_00028718.npz,4,28718,199,61
/content/chips_local/parcel_00322305.npz,11,322305,67,61
/content/chips_local/parcel_00080923.npz,6,80923,54,61
/content/chips_local/parcel_00130407.npz,7,130407,60,61
/content/chips_local/parcel_00273142.npz,13,273142,53,61
/content/chips_local/parcel_00100907.npz,12,100907,121,61
/content/chips_local/parcel_00080865.npz,5,80865,116,61
/content/chips_local/parcel_00314503.npz,16,314503,80,61
/content/chips_local/parcel_00052746.npz,5,52746,80,61
/content/chips_local/parcel_00132164.npz,12,132164,99,61
/content/chips_local/parcel_00150850.npz,12,150850,94,61
/content/chips_local/parcel_00122788.npz,12,122788,131,61
/content/chips_local/parcel_00024699.npz,5,24699,184,61
/content/chips_local/parcel_00029116.npz,1,29116,100,61
/content/chips_local/parcel_00086874.npz,5,86874,98,61
/content/chips_local/parcel_00044372.npz,7,44372,50,61
/content/chips_local/parcel_00080239.npz,7,80239,72,61
/content/chips_local/parcel_00047875.npz,8,47875,238,61
/content/chips_local/parcel_00101245.npz,5,101245,215,61
/content/chips_local/parcel_00029190.npz,1,29190,116,61
/content/chips_local/parcel_00023381.npz,6,23381,132,61
/content/chips_local/parcel_00145330.npz,17,145330,168,61
/content/chips_local/parcel_00055308.npz,12,55308,104,61
/content/chips_local/parcel_00260027.npz,19,260027,1133,61
/content/chips_local/parcel_00151122.npz,19,151122,679,61
/content/chips_local/parcel_00159274.npz,10,159274,1763,61
/content/chips_local/parcel_00068014.npz,2,68014,322,61
/content/chips_local/parcel_00091826.npz,5,91826,53,61
/content/chips_local/parcel_00023550.npz,3,23550,146,61
/content/chips_local/parcel_00083592.npz,7,83592,100,61
/content/chips_local/parcel_00091119.npz,9,91119,319,61
/content/chips_local/parcel_00030256.npz,4,30256,135,61
/content/chips_local/parcel_00088589.npz,9,88589,102,61
/content/chips_local/parcel_00042096.npz,9,42096,148,61
/content/chips_local/parcel_00218826.npz,10,218826,52,61
/content/chips_local/parcel_00121141.npz,7,121141,101,61
/content/chips_local/parcel_00132651.npz,10,132651,94,61
/content/chips_local/parcel_00072198.npz,9,72198,196,61
/content/chips_local/parcel_00000263.npz,1,263,124,61
